ÿ000	0000000000001266	-000 | 1500
0334	-000001000001268	-000 | 1502
0334	-000001000001266	-000 | 1504
0334	-000001000001266	-000 | 1506
0334	-000001000001266	-000 | 1508
0334	-000001000001267	-000 | 1510
0241	-000000700001266	-000 | 1512
0241	-000000700001267	-000 | 1514
0241	-000000700001267	-000 | 1516
0241	-000000700001268	-000 | 1518
0241	-000000700001269	-000 | 1520
0241	-000000700001266	-000 | 1522
0254	-000000700001266	-000 | 1524
0254	-000000700001194	-000 | 1526
0254	-000000700001267	-000 | 1528
0254	-000000700001266	-000 | 1530
0254	-000000700001266	-000 | 1532
0254	-000000700001192	-000 | 1534
0266	-000000700001267	-000 | 1536
0266	-000000700001266	-000 | 1538
0266	-000000700001266	-000 | 1540
0266	-000000700001265	-000 | 1542
0266	-000000700001267	-000 | 1544
0266	-000000700001267	-000 | 1546
0277	-000000800001266	-000 | 1548
0277	-000000800001267	-000 | 1550
0277	-000000800001266	-000 | 1552
0283	-000000800001267	-000 | 1554
0283	-000000800001266	-000 | 1556
0283	-000000800001266	-000 | 1558
0290	-000000800001265	-000 | 1560
0290	-000000800001267	-000 | 1562
0290	-000000800001267	-000 | 1564
0295	-000000800001267	-000 | 1566
0295	-000000800001268	-000 | 1568
0295	-000000800001266	-000 | 1570
0295	-000000800001266	-000 | 1572
0295	-000000800001268	-000 | 1574
0295	-000000800001267	-000 | 1576
0307	-000000900001267	-000 | 1578
0307	-000000900001266	-000 | 1580
0307	-000000900001266	-000 | 1582
0307	-000000900001266	-000 | 1584
0307	-000000900001267	-000 | 1586
0320	-000000900001266	-000 | 1588
0320	-000000900001266	-000 | 1590
0321	-000000900001266	-000 | 1592
0321	-000000900001267	-000 | 1594
0321	-000000900001266	-000 | 1596
0328	-000000900001266	-000 | 1598
0328	-000000900001267	-000 | 1600
0328	-000000900001267	-000 | 1602
0328	-000000900001267	-000 | 1604
0328	-000000900001266	-000 | 1606
0338	-000001000001267	-000 | 1608
0338	-000001000001265	-000 | 1610
0338	-000001000001267	-000 | 1612
0338	-000001000001267	-000 | 1614
0345	-000001000001267	-000 | 1616
0345	-000001000001266	-000 | 1618
0345	-000001000001266	-000 | 1620
0345	-000001000001266	-000 | 1622
0345	-000001000001266	-000 | 1624
0345	-000001000001266	-000 | 1626
0358	-000001000001268	-000 | 1628
0358	-000001000001266	-000 | 1630
0358	-000001000001266	-000 | 1632
0358	-000001000001151	-000 | 1634
